Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения;Изображения;Изображения;Изображения
"Французские опыты Науки с Буки Bondibon,  Оптические эксперименты,  арт.  EK-D011";"";"ВВ1681";"RUB";"499.80";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/wSGXDbEytcI' frameborder='0' allowfullscreen=''></iframe>
<br>
Этот набор расскажет ребятам провести множество увлекательных экспериментов, которые позволят узнать удивительные факты об отражении света и зеркалах. Где применяются зеркала? Могут линзы изменять направления движения света? Какие бывают виды зеркал? На эти и многие другие вопросы ответит набор «Оптические эксперименты». В состав набора входят блоки, круглые наклейки, наклейка ЕК, двусторонний скотч, зеркала, инструкция.
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Оптические эксперименты, арт. EK-D011</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Оптические эксперименты,  арт.  EK-D011";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--opticheskie-eksperimenty--art--ek-d011vv1681";"";"";"22.4x6x16.5";"";"";"";"http://www.gratwest.ru/linkpics/111/111772_2.jpg";"http://www.gratwest.ru/linkpics/111/111772_3b.jpg";"http://www.gratwest.ru/linkpics/111/111772_4b.jpg";""
"Французские опыты Науки с Буки,  BONDIBON,  Яйцо динозавра,  арт.   510231";"";"ВВ1357";"RUB";"466.80";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки, BONDIBON, Яйцо динозавра, арт.  510231</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки,  BONDIBON,  Яйцо динозавра,  арт.   510231";"";"";"frantsuzskie-opyty-nauki-s-buki--bondibon--yaytso-dinozavra--art---510231vv1357";"";"";"13.5x8x20";"";"";"";"http://www.gratwest.ru/linkpics/105/105377_2.jpg";"http://www.gratwest.ru/linkpics/105/105377_3b.jpg";"http://www.gratwest.ru/linkpics/105/105377_4b.jpg";""
"Французские опыты Науки с Буки BONDIBON,  Модное печенье,  арт.  7080eu";"";"ВВ1117";"RUB";"1165.20";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/MFEPWktiumc' frameborder='0' allowfullscreen=''></iframe>
<br>
Тем, кто мечтает удивить родителей и друзей собственноручно приготовленными кондитерскими шедеврами, мы предлагаем скорее открыть игровой набор «Модное печенье»! В нем есть все для того, чтобы ребенок самостоятельно смог приготовить вкусные, красиво украшенные сладости в виде самых разных модных вещей и аксессуаров. Вкус у такого печенья может быть разным – все зависит от того, что будет добавлено в тесто: ванилин, шоколад или другой наполнитель по своему желанию. Украсить сладости тоже можно по-разному, в этом юному кондитеру помогут рекомендации и яркие картинки в брошюре, а также собственная фантазия. 
Эта веселая и полезная игра не только научит ребенка готовить необычайно вкусные и красивые сладости, но и поднимет настроение всем, кого он решит угостить печеньем, приготовленным своими руками.
Приятного чаепития!
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки BONDIBON, Модное печенье, арт. 7080eu</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки BONDIBON,  Модное печенье,  арт.  7080eu";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--modnoe-pechene--art--7080euvv1117";"";"";"30x8x30";"";"";"";"http://www.gratwest.ru/linkpics/093/093929_2.jpg";"http://www.gratwest.ru/linkpics/093/093929_3b.jpg";"http://www.gratwest.ru/linkpics/093/093929_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Водяная мельница,  арт.  EK-D007";"";"ВВ1679";"RUB";"366.00";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/6AwE-Xi6u3s' frameborder='0' allowfullscreen=''></iframe>
<br>
Водяные мельницы существуют с незапамятных времен. Они были изобретены для облегчения труда человека еще в древности и служат нам по сей день! Этот набор позволит ребятам познакомиться с устройством водяной мельницы, собрать ее действующую модель, и увидеть, как под воздействием воды механизм водяной мельницы приходит в работу. В состав набора входят верхний жёрнов, нижний жёрнов, 2 осевых кронштейна, 4 толчейных кронштейна, колпак нории, нория, коленчатая рукоять, 2 толчейных пестика, механизм, опорная деталь, ось, цилиндр и инструкция.
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Водяная мельница, арт. EK-D007</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Водяная мельница,  арт.  EK-D007";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--vodyanaya-melnitsa--art--ek-d007vv1679";"";"";"22.4x6x16.5";"";"";"";"http://www.gratwest.ru/linkpics/111/111770_2.jpg";"http://www.gratwest.ru/linkpics/111/111770_3b.jpg";"http://www.gratwest.ru/linkpics/111/111770_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Детектор,  арт.  EK-D019";"";"ВВ1684";"RUB";"526.80";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/FhKyyMCoUOU' frameborder='0' allowfullscreen=''></iframe>
<br>
Металлоискатель – это прибор, который способен уловить присутствие металлических деталей на расстоянии и подать предупреждающий сигнал. Данный набор позволит ребятам создать действующую модель детектора-металлоискателя. В каких профессиональных сферах применяется металлоискатель? На чем основан принцип его работы? В результате чего при обнаружении металла раздается звук? На эти и многие другие вопросы ответит данный набор. В состав набора входят подставка, фиксатор, нижняя опора, полукруглая головка, кронштейны, муфта, отражатели, резиновые заглушки, фольга, паросборник, негорючая ткань, шурупы, отвертка, пластиковая трубка, инструкция.

			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Детектор, арт. EK-D019</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Детектор,  арт.  EK-D019";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--detektor--art--ek-d019vv1684";"";"";"22.4x6x16.5";"";"";"";"http://www.gratwest.ru/linkpics/111/111775_2.jpg";"http://www.gratwest.ru/linkpics/111/111775_3b.jpg";"http://www.gratwest.ru/linkpics/111/111775_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Энергия фруктов,  арт.  EK-D003";"";"ВВ1676";"RUB";"499.20";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/jPHfb9fnFYs' frameborder='0' allowfullscreen=''></iframe>
<br>
Набор позволит ребятам узнать много нового об удивительном мире электричества  и создать уникальные источники энергии: батарейку из лимона, томата, и даже ягод! Ребята узнают путем экспериментов и из иллюстрированной инструкции, почему фруктовый сок в совокупности с химическими реакциями металла дают электричество! В состав набора входят корпус, кусочки цинка 4 штуки, кусочки меди 4 штуки, кусочки железа 4 штуки, красный провод 3 штуки, наждачная бумага, электронные часы, 2 болта, отвертка, инструкция.

			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Энергия фруктов, арт. EK-D003</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Энергия фруктов,  арт.  EK-D003";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--energiya-fruktov--art--ek-d003vv1676";"";"";"22.4x6x16.5";"";"";"";"http://www.gratwest.ru/linkpics/111/111767_2.jpg";"http://www.gratwest.ru/linkpics/111/111767_3b.jpg";"http://www.gratwest.ru/linkpics/111/111767_4b.jpg";""
"Французские опыты Науки с Буки,  BONDIBON,  СУПЕРХИМИЯ,  арт.   2153";"";"ВВ1860";"RUB";"1321.80";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/vOq4RbrH_ek' frameborder='0' allowfullscreen=''></iframe>
<br>
Этот набор позволит ребенку открыть новые научные области, такие как химия, оптика и физика, и провести более 25 удивительных экспериментов! Какие бывают химические реакции? Что такое закон сохранения энергии? По каким законам преломляется свет? На эти и многие другие вопросы ответит набор «Суперхимия»! В состав набора входят пластиковая палочка, карточки с картинками, перископ (4 детали, 2 зеркала), пипетка, большое увеличительное стекло, цветные фильтры (красный и синий), пустые карточки, маленький прямоугольный контейнер, зеркало, большое складное зеркало, пластиковый шарик, пластиковый стакан, стакан с дырочками, монета, весы (2 детали), эластичная веревка, шарик с прорезью, грузик, шайба, чёрные эластичные резинки, пусковой механизм, палочка, белая резинка, рычаг, тарелка, шкала pH, pH-бумага, 3 чашки Петри, болты, контейнер для наблюдений, палочка для смешивания, тряпочка, увеличительное стекло, ящик для проращивания, призма, инструкция.


			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки, BONDIBON, СУПЕРХИМИЯ, арт.  2153</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки,  BONDIBON,  СУПЕРХИМИЯ,  арт.   2153";"";"";"frantsuzskie-opyty-nauki-s-buki--bondibon--superkhimiya--art---2153vv1860";"";"";"30x8x30";"";"";"";"http://www.gratwest.ru/linkpics/115/115221_2.jpg";"http://www.gratwest.ru/linkpics/115/115221_4b.jpg";"";""
"Французские опыты Науки с Буки Bondibon,  Гоночный автомобиль на солнечной батарее,  арт.  21-681";"";"ВВ2290";"RUB";"493.80";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Гоночный автомобиль на солнечной батарее, арт. 21-681</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Гоночный автомобиль на солнечной батарее,  арт.  21-681";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--gonochnyy-avtomobil-na-solnechnoy-bataree--art--21-681vv2290";"";"";"5x16x11";"";"";"";"http://www.gratwest.ru/linkpics/122/122433_2.jpg";"";"";""
"Японские опыты Науки с Буки BONDIBON,  Русские горки,  арт. 196466";"";"ВВ1181";"RUB";"561.60";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/FuueYipWITY' frameborder='0' allowfullscreen=''></iframe>
<br>
Веселые, захватывающие дух аттракционы в парке – любимое развлечение детей. Как было бы здорово разместить один из них у себя дома! Что ж, теперь это сделать нетрудно. Более того, один из самых увлекательных аттракционов – «Русские горки» – можно расположить даже на столе и провести с ним множество интересных и познавательных опытов. Эти веселые эксперименты помогут ребенку понять, как движется машинка без мотора и электричества, а также познакомят его с такими физическими понятиями, как импульс, кинетическая и потенциальная энергия. Всего несколько занимательных опытов – и секрет «Русских горок» раскрыт!
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Японские опыты Науки с Буки BONDIBON, Русские горки, арт.196466</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Японские опыты Науки с Буки BONDIBON,  Русские горки,  арт. 196466";"";"";"yaponskie-opyty-nauki-s-buki-bondibon--russkie-gorki--art-196466vv1181";"";"";"13x6x20.5";"";"";"";"http://www.gratwest.ru/linkpics/097/097130_2.jpg";"http://www.gratwest.ru/linkpics/097/097130_3b.jpg";"http://www.gratwest.ru/linkpics/097/097130_4b.jpg";""
"Французские опыты Науки с Буки Bondibon (8 экспериментов)  Наука об автомобилях ,  арт.  2630";"";"ВВ47456";"RUB";"1066.20";"1";"";"";"";"<iframe width='560' height='315' src='//www.youtube.com/embed/g75tq2RNL48?list=PL7IgAu-GiRDAkKB7J4pWnJikf735gaJ2V' frameborder='0' allowfullscreen=''></iframe>
<br>
Строение автомобиля является предметом многих исследований. 
 
Этот набор поможет узнать: что дает машине энергию для движения, для чего нужны шины, что такое аэродинамика, почему очень важны и полезны ремень и подушка безопасности и многие другие очень нужные и интересные знания. Ребёнок сможет самостоятельно собрать макет автомобиля и провести интересные эксперименты и даже создать дизайн
своего  концептуального автомобиля. В инструкции подробно  и доступно изложены  принцип сборки макета и пошаговая последовательность проведения опытов. 
 
Проводя эксперименты ребёнок  откроет для себя удивительный мир механики!
 
Эксперименты: Эксперимент с резиновой лентой, трение протектора, резиновые шины, пружинистый бампер, ремень безопасности, подушка безопасности, аэродинамика, концептуальный автомобиль.

Для детей от 7 лет.

			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon (8 экспериментов)  Наука об автомобилях , арт. 2630</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon (8 экспериментов)  Наука об автомобилях ,  арт.  2630";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon-8-eksperimentov--nauka-ob-avtomobilyakh---art--2630vv47456";"";"";"27x6x22.5";"";"";"";"http://www.gratwest.ru/linkpics/078/078694_2.jpg";"http://www.gratwest.ru/linkpics/078/078694_3b.jpg";"http://www.gratwest.ru/linkpics/078/078694_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Электрическая цепь,  арт.  EK-D014";"";"ВВ1683";"RUB";"465.60";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/X7DC-HA-mx4' frameborder='0' allowfullscreen=''></iframe>
<br>
Этот набор позволит ребятам создать действующую модель с динамиком, которая наглядно покажет, что такое электрическая цепь, от чего зависит прохождение электрического тока по данной цепи, а также поможет познакомиться с принципами электрики. В состав набора входят половинки опоры, левая и правая части держателя, провода, основание, динамик, акустическая плата, металлическая проволока, шрапнель, болты, металлический крючок, наклейки, мотор, отвертка, инструкция.



			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Электрическая цепь, арт. EK-D014</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Электрическая цепь,  арт.  EK-D014";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--elektricheskaya-tsep--art--ek-d014vv1683";"";"";"22.4x6x16.5";"";"";"";"http://www.gratwest.ru/linkpics/111/111774_2.jpg";"http://www.gratwest.ru/linkpics/111/111774_3b.jpg";"http://www.gratwest.ru/linkpics/111/111774_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Фабрика свечей,  арт.  WS/104L";"";"ВВ2018";"RUB";"916.80";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Фабрика свечей, арт. WS/104L</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Фабрика свечей,  арт.  WS/104L";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--fabrika-svechey--art--ws104lvv2018";"";"";"19.2x7x26.5";"";"";"";"http://www.gratwest.ru/linkpics/120/120883_2.jpg";"";"";""
"Французские опыты Науки с Буки Bondibon,  Лампа из лавы ,  арт.  WS/99L";"";"ВВ1654-1";"RUB";"933.60";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Лампа из лавы , арт. WS/99L</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Лампа из лавы ,  арт.  WS/99L";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--lampa-iz-lavy---art--ws99lvv1654-1";"";"";"26.7x6.5x27";"";"";"";"http://www.gratwest.ru/linkpics/123/123037_2.jpg";"http://www.gratwest.ru/linkpics/123/123037_3b.jpg";"http://www.gratwest.ru/linkpics/123/123037_4b.jpg";""
"Французские опыты Науки с Буки BONDIBON,  Гоночные шарики,  арт.  2019RU";"";"ВВ1114";"RUB";"1209.00";"1";"";"";"";"<iframe width='560' height='315' src='//www.youtube.com/embed/1bBAjl8AlDE?list=UU4nbomaywgl4zsosYIuixHA' frameborder='0' allowfullscreen=''></iframe>
<br>
Почему одни материалы скользят, а другие нет? Почему предметы одинаковой формы, но разной массы падают с разной скоростью? Кто быстрее скатится с горки: ребенок или взрослый? Восемь увлекательных научно-познавательных опытов из набора «Гоночные шарики» помогут ответить на эти и многие другие вопросы, открыв любознательным школьникам интереснейший мир физики: что такое сила трения, инерция, кинетическая энергия и как все это влияет на перемещение предметов в пространстве.
Однако «Гоночные шарики» – это не только занятные и полезные опыты, но еще и веселая игра. Можно устроить с друзьями настоящие соревнования, состязаясь в ловкости, сообразительности и скорости выполнения заданий. Не беда, если игроку не удастся опередить соперников, ведь в процессе игры он узнает столько нового, интересного и полезного!

			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки BONDIBON, Гоночные шарики, арт. 2019RU</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки BONDIBON,  Гоночные шарики,  арт.  2019RU";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--gonochnye-shariki--art--2019ruvv1114";"";"";"27x6x22.5";"";"";"";"http://www.gratwest.ru/linkpics/093/093926_2.jpg";"http://www.gratwest.ru/linkpics/093/093926_3b.jpg";"http://www.gratwest.ru/linkpics/093/093926_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Маша и медведь,  (15 экспериментов) Маша-кондитер,  арт  8003";"";"ВВ1312";"RUB";"960.60";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/H0wx163mfOU' frameborder='0' allowfullscreen=''></iframe>
<br>
С помощью этого набора ты сможешь готовить не только вкусное, но и ярко оформленное мороженное, украшенное разнообразными способами! В инструкции ты сможешь найти множество интереснейших рецептов! Постигай азы кулинарного искусства и удивляй своих друзей и близких! Этот набор оформлен в тематике замечательного мультфильма «Маша и Медведь», и станет прекрасным подарком для маленьких кулинаров!
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Маша и медведь, (15 экспериментов) Маша-кондитер, арт  8003</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Маша и медведь,  (15 экспериментов) Маша-кондитер,  арт  8003";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--masha-i-medved--15-eksperimentov-masha-konditer--art--8003vv1312";"";"";"27x8x27";"";"";"";"http://www.gratwest.ru/linkpics/104/104357_2.jpg";"http://www.gratwest.ru/linkpics/104/104357_3b.jpg";"http://www.gratwest.ru/linkpics/104/104357_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Робот-ящерица,  арт.  21-892";"";"ВВ2293";"RUB";"1852.20";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Робот-ящерица, арт. 21-892</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Робот-ящерица,  арт.  21-892";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--robot-yashcheritsa--art--21-892vv2293";"";"";"7.5x37x23";"";"";"";"http://www.gratwest.ru/linkpics/122/122436_2.jpg";"";"";""
"Французские опыты Науки с Буки Bondibon,  Лаборатория УФО ,  арт.  WS/102L";"";"ВВ1653-1";"RUB";"972.00";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Лаборатория УФО , арт. WS/102L</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Лаборатория УФО ,  арт.  WS/102L";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--laboratoriya-ufo---art--ws102lvv1653-1";"";"";"26.7x6.5x27";"";"";"";"http://www.gratwest.ru/linkpics/123/123036_2.jpg";"http://www.gratwest.ru/linkpics/123/123036_3b.jpg";"http://www.gratwest.ru/linkpics/123/123036_4b.jpg";""
"Французские опыты Науки с Буки Bondibon ,  Весёлая кулинария (мал) арт.  7064EU";"";"ВВ1159";"RUB";"1174.80";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/2UV7pQvLIfg' frameborder='0' allowfullscreen=''></iframe>
<br>
Научно-кулинарный набор «Веселая кулинария» – это целых 15 экспериментов, которые помогут ребенку освоить секреты кондитерского искусства, станут его верными  помощниками на кухне и научат готовить любимые сладости. Теперь он сможет приготовить вкусные кексы, маффины, вуппи и многие другие сладости самостоятельно или же привлечь к кулинарному творчеству своих друзей. В наборе для юных кондитеров найдутся все необходимые инструменты и приспособления, которые пригодятся в процессе приготовления. Каждый сможет убедиться, что готовить удивительно вкусные сладости, следуя инструкции с яркими картинками, очень просто и необычайно весело! Благодаря «Веселой кулинарии» в доме поселится восхитительный аромат свежей выпечки и прекрасное настроение!
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon , Весёлая кулинария (мал) арт. 7064EU</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon ,  Весёлая кулинария (мал) арт.  7064EU";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon---vesёlaya-kulinariya-mal-art--7064euvv1159";"";"";"30.5x8x30";"";"";"";"http://www.gratwest.ru/linkpics/095/095838_2.jpg";"http://www.gratwest.ru/linkpics/095/095838_3b.jpg";"http://www.gratwest.ru/linkpics/095/095838_4b.jpg";""
"Французские опыты Науки с Буки,  BONDIBON,  Магический маникюр ,  арт.  WS/61";"";"ВВ1035-1";"RUB";"956.40";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки, BONDIBON, Магический маникюр , арт. WS/61</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки,  BONDIBON,  Магический маникюр ,  арт.  WS/61";"";"";"frantsuzskie-opyty-nauki-s-buki--bondibon--magicheskiy-manikyur---art--ws61vv1035-1";"";"";"26.5x6.5x27";"";"";"";"http://www.gratwest.ru/linkpics/123/123032_2.jpg";"http://www.gratwest.ru/linkpics/123/123032_3b.jpg";"http://www.gratwest.ru/linkpics/123/123032_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Домашняя лаборатория,  арт.  8363EU";"";"ВВ1215";"RUB";"1294.80";"1";"";"";"";"<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Домашняя лаборатория, арт. 8363EU</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Домашняя лаборатория,  арт.  8363EU";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--domashnyaya-laboratoriya--art--8363euvv1215";"";"";"30x7.5x30";"";"";"";"http://www.gratwest.ru/linkpics/098/098462_2.jpg";"http://www.gratwest.ru/linkpics/098/098462_3b.jpg";"http://www.gratwest.ru/linkpics/098/098462_4b.jpg";""
"Французские опыты Науки с Буки Bondibon,  Маша и медведь,  (15 экспериментов) Маша-кулинар,  арт 7080eu";"";"ВВ1311";"RUB";"1144.80";"1";"";"";"";"<iframe width='560' height='315' src='https://www.youtube.com/embed/H0wx163mfOU' frameborder='0' allowfullscreen=''></iframe>
<br>
Ты любишь готовить?! Тебе нравиться печь вкусное печенье и украшать его разными необычными способами?! Тогда этот набор создан специально для тебя! Мы поделимся с тобой рецептами вкуснейших печений и расскажем о том, как можно его необычно и красиво оформить. Модные тенденции есть не только в дизайне одежды, но и в кулинарии. Постигай азы кулинарного искусства и удивляй своих друзей и близких! Этот набор оформлен в тематике замечательного мультфильма «Маша и Медведь», и станет прекрасным подарком для маленьких хозяек!
			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon, Маша и медведь, (15 экспериментов) Маша-кулинар, арт 7080eu</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon,  Маша и медведь,  (15 экспериментов) Маша-кулинар,  арт 7080eu";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--masha-i-medved--15-eksperimentov-masha-kulinar--art-7080euvv1311";"";"";"27x8x27";"";"";"";"http://www.gratwest.ru/linkpics/104/104356_2.jpg";"http://www.gratwest.ru/linkpics/104/104356_3b.jpg";"http://www.gratwest.ru/linkpics/104/104356_4b.jpg";""
"Французские опыты Науки с Буки Bondibon  (12 экспериментов)  Магические эксперименты ,  арт.  2048";"";"ВВ47453";"RUB";"1443.60";"1";"";"";"";"<iframe width='560' height='315' src='//www.youtube.com/embed/WfRCHfdNQVA?list=PL7IgAu-GiRDAkKB7J4pWnJikf735gaJ2V' frameborder='0' allowfullscreen=''></iframe>
<br>
Добро пожаловать в волшебную страну науки!
Любое чудо имеет логическое объяснение,  набор Магические эксперименты  поможет ребёнку не только весело провести время с друзьями, удивить и восхитить их,  но и, что очень важно, поможет ребёнку разобраться в том, как это чудо происходит. 
 
Набор включает в себя красочную иллюстрированную инструкцию, инвентарь для проведения фокусов (экспериментов).
 
Эксперименты: Хитрый шарик, забавная вертушка, магическое домино, волшебные стаканы, водонепроницаемая бумага, волшебные зеркала, липкая вода, волшебное притяжение, магические карты, стойкий цилиндр, пропавшая монета, кристальный кубик.

Для детей от 7 лет.
 

			<tr>
								<td class='catalog-detail-desc'>
											<span itemprop='description'>Французские опыты Науки с Буки Bondibon  (12 экспериментов)  Магические эксперименты , арт. 2048</span>
						<div class='catalog-detail-line'></div>
														</td>
			</tr>";"";"Французские опыты Науки с Буки Bondibon  (12 экспериментов)  Магические эксперименты ,  арт.  2048";"";"";"frantsuzskie-opyty-nauki-s-buki-bondibon--12-eksperimentov--magicheskie-eksperimenty---art--2048vv47453";"";"";"27x6x24.5";"";"";"";"http://www.gratwest.ru/linkpics/078/078691_2.jpg";"http://www.gratwest.ru/linkpics/078/078691_3b.jpg";"http://www.gratwest.ru/linkpics/078/078691_4b.jpg";""
