Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения;Изображения;Изображения;Изображения
"Антифриз Antifreeze Super (g11)";"";"";"RUB";"";"1";"";"";"";"Высококачественный концентрат охлаждающего средства на основе этиленгликоля. <strong>Антифриз g11</strong> не содержит нитритов, аминов и фосфатов. Цвет: сине-зеленый.<br> <br> Спецификации и лицензии <br> <strong>ANTIFREEZE SUPER (g11):</strong> выполняет требования: ASTM D 3306/D 4656/D 4985; SAE J 1034; BMW GS 9400; MAN 324 NF; MB 325.0/325.2; MTU (MTL 5048); BS 6580; Porsche TL 774-C; Saab 6901 599; VW/Audi/Seat/Skoda TL 774-C (G 11); Opel GM QL 130100<br><br><strong>EAN код Antifreeze Super 1,5L:</strong> 4014766071163";"";"Антифриз Antifreeze Super (g11)";"";"";"antifriz-antifreeze-super-g11";"";"";"";"";"";"";"http://www.addinol.ee/extensions/addinol_db/pic/jahutusvedelik_Antifreeze Super 1.5l.jpg";"";"";""
"Антифриз Antifreeze Extra (G12, G12+)";"";"";"RUB";"";"1";"";"";"";"<strong>Антифриз G12 и G12+</strong> Antifreeze Extra - это концентрат охлаждающего средства на основе этиленгликоля. Не содержит силикатов, нитритов, аминов и фосфатов. Особо рекомендуется для систем охлаждения высокомощных двигателей из легких сплавов. Цвет: красновато-фиолетовый. Антифриз Antifreeze Extra (G12, G12+) имеет увеличенный срок действия более 5 лет!<span><span style='color: #333333;'><br><br>Спецификации и лицензии<br><strong>Антифриз G 12 и G 12+ ANTIFREEZE EXTRA:</strong> <span>ASTM D3306/D4985/D6210; SAE J 1034; Ö-norm V5123; Nato S-759; лицензии: <span>MWM 0199-99-2091; MAN 324 type SNF; <span>GE Jenbacher TA 1000-0200</span>;</span></span> выполняет требования: <span>MB 325.3; Audi/Seat/Škoda/VW TL 774-D/F (G12, G12+); Ford WSS-M 97B44-D; MTU MTL 5048</span><span><span>; Tedom 61-0-0257; Cummins 14603; Deutz 0199-99-1115; GM 6277 M; John Deere JDMH 5; Komatsu 07.892; Liebherr MD1-36-130; Mazda/Isuzu; Renault 41-01-001; DAF 74002</span></span><span><br></span><strong></strong></span></span>";"";"Антифриз Antifreeze Extra (G12, G12+)";"";"";"antifriz-antifreeze-extra-g12-g12";"";"";"";"";"";"";"http://www.addinol.ee/extensions/addinol_db/pic/Antifreeze Extra 1,5L.jpg";"";"";""
"Antifreeze Extra 4060";"";"";"RUB";"";"1";"";"";"";"Низкозамерзающее охлаждающее средство на основе этиленгликоля. Не содержит силикатов, нитритов, аминов и фосфатов. Продукт готов к употреблению и предназначен, в первую очередь, для стационарных двигателей внутреннего сгорания.<br><br>Спецификации и лицензии<br><strong>ANTIFREEZE EXTRA 4060:</strong> ASTM D3306/D4985/D6210, SAE J1034, Ö-norm V5123, Nato S-759; лицензии: MWM 0199-99-2091; GE Jenbacher TA 1000-0200; MAN 342 SNF";"";"Antifreeze Extra 4060";"";"";"antifreeze-extra-4060";"";"";"";"";"";"";"";"";"";""
"Protect Extra";"";"";"RUB";"";"1";"";"";"";"Антикоррозионное средство для длительной защиты всех металлов, используемых в двигателях и агрегатах в транспортных средствах, судах и стационарном оборудовании. Применяется также в качестве охлаждающей и промывочной жидкости. Не антифриз.<br><br>Спецификации и лицензии<strong><br>PROTECT EXTRA:</strong> лицензия: MWM 0199-99-2091, выполняет требования: MTU MTL 5049, GE Jenbacher TA 1000-0200, Deutz 0199-99-1115/6, MAN 248, GEC Alsthom, MB 312.0, Liebherr MD1-36-130, Wärtsila 32-9011, Detroit Diesel PowerCool Plus, MAK A4.05.09.01, Porsche, Ulstein Bergen 2.13.01, New Sulzer Diesel TR 1508-10/94, Waukesha, Yanmar, MIL-A-53009, Navy BR 1326";"";"Protect Extra";"";"";"protect-extra";"";"";"";"";"";"";"";"";"";""
"!! Тормозные жидкости";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brake Fluid";"";"";"RUB";"";"1";"";"";"";"Синтетическая тормозная жидкость.<br><br>Спецификации и лицензии <br><strong>BRAKE FLUID:</strong> выполняет требования: FMVSS 116 DOT 3/DOT 4; SAE J 1703/1704; ISO 4925 Class 4<br><br><strong>EAN код Brake Fluid 0,5L:</strong> 4014766071149<br><strong>EAN код Brake Fluid 5L:</strong> 4014766240835";"";"Brake Fluid";"";"";"brake-fluid";"";"";"";"";"";"";"http://www.addinol.ee/extensions/addinol_db/pic/pidurivedelik_DOT4.jpg";"";"";""
"Brake Fluid DOT 5.1";"";"";"RUB";"";"1";"";"";"";"Синтетическая тормозная жидкость типа DOT 5.1 для гидравлических систем торможения и сцепления с барабанными и / или дисковыми тормозами. Высокая термостойкость для спортивных условий.<br><br>Спецификации и лицензии<br><strong>BRAKE FLUID DOT 5.1:</strong> выполняет требования: FMVSS 116 DOT 5.1/DOT 4/DOT 3; SAE J 1703; ISO 4925 Class 5.1<br><br><strong>EAN код Brake Fluid DOT 5.1 1L:</strong> 4014766073051";"";"Brake Fluid DOT 5.1";"";"";"brake-fluid-dot-51";"";"";"";"";"";"";"http://www.addinol.ee/extensions/addinol_db/pic/Brake Fluid DOT 5.1 1l.jpg";"";"";""
"!! Жидкости для стеклоомывателей";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Screen Wash (стеклоомывающая жидкость)";"";"";"RUB";"";"1";"";"";"";"Концентрат стекло­омы­ваю­щей жидкости, обеспечивающий защиту от замерзания до температуры −60 °C. Имеет цитрусовый аромат. Цвет: голубой.";"";"Screen Wash (стеклоомывающая жидкость)";"";"";"screen-wash-stekloomyvayushchaya-zhidkost";"";"";"";"";"";"";"http://www.addinol.ee/extensions/addinol_db/pic/Screen Wash 1l.jpg";"";"";""
"Screen Wash R";"";"";"RUB";"";"1";"";"";"";"Незамерзающий до −70 °С концентрат стеклоочистительной жидкости.<br>Не содержит метанола. Запах: яблочный.<br><br><strong>EAN код Screen Wash R 1L:</strong> 4014766073891<br><strong>EAN код Screen Wash R 5L:</strong> 4014766241023";"";"Screen Wash R";"";"";"screen-wash-r";"";"";"";"";"";"";"";"";"";""
"!Смазочные материалы промышленного назначения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"!! Цилиндровые масла";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Zylinderöl Z 1000, Z 1500";"";"";"RUB";"";"1";"";"";"";"Высоковязкие минеральные масла для паровых машин; рассчитаны на температуры пара до +325°C (Z 1000) и до +380°C (Z 1500).";"";"Zylinderöl Z 1000, Z 1500";"";"";"zylinderöl-z-1000-z-1500";"";"";"";"";"";"";"";"";"";""
"!! Масла-теплоносители";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Wärmeträgeröl XW 15";"";"";"RUB";"";"1";"";"";"";"Синтетическое масло-теплоноситель; функционирует при температурах до +300°С, максимальная температура смазочной пленки: до +320°С. Применяется в замкнутых отопительных и комбинированных отопительно-охлодительных системах.";"";"Wärmeträgeröl XW 15";"";"";"wärmeträgeröl-xw-15";"";"";"";"";"";"";"";"";"";""
"Wärmeträgeröl XW 30 M 250";"";"";"RUB";"";"1";"";"";"";"Масло-теплоноситель на основе минеральных масел; при рекомендуемой максимальной скорости подачи может использоваться до +310°С, максимальная температура смазочной пленки: +330°С. Применяется в отопительных и комбинированных отопительно-охлодительных системах.";"";"Wärmeträgeröl XW 30 M 250";"";"";"wärmeträgeröl-xw-30-m-250";"";"";"";"";"";"";"";"";"";""
"WÄRMETRÄGERÖL XW 15 HT";"";"";"RUB";"";"1";"";"";"";"Термически стабильная синтетическая жидкость на основе изомеров дибензилтолуола; применяется при максимальной температуре подачи до +350 °C и максимальной температуре масляной пленки до +380 °C; используется в качестве теплопередающей среды в замкнутых отопительных или комбинированных отопительно-охладительных системах принудительной циркуляции. Применяется там, где непосредственный обогрев невозможен, например, дистиляционные колонны, производство искусственной смолы, теплообменные аппараты в технологических установках, полимеризационные котлы или рекуперация отработанного тепла. <br><br>Спецификации и лицензии<br><strong>WÄRMETRÄGERÖL XW 15 HT:</strong> DIN ISO 6743-12 QD; V40: 16,5 мм²/c";"";"WÄRMETRÄGERÖL XW 15 HT";"";"";"wärmeträgeröl-xw-15-ht";"";"";"";"";"";"";"";"";"";""
"!! Компрессорные масла";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Verdichteröl V 100...V 220";"";"";"RUB";"";"1";"";"";"";"Устойчивые против старения рафинаты минеральных масел без присадок, предназначены для поршневых компрессоров низкого и среднего давления, а также для ротационных пластинчатых компрессоров.";"";"Verdichteröl V 100...V 220";"";"";"verdichteröl-v-100v-220";"";"";"";"";"";"";"";"";"";""
"Verdichteröl VL 150, VL 320";"";"";"RUB";"";"1";"";"";"";"Устойчивые против старения и обладающие повышенной защитой от износа рафинаты минеральных масел с зольной комбинацией присадок. Компрессорные масла применяются в поршневых насосах низкого, среднего и высокого давления.";"";"Verdichteröl VL 150, VL 320";"";"";"verdichteröl-vl-150-vl-320";"";"";"";"";"";"";"";"";"";""
